Nom,Adreces/Carrer,Adreces/Carrer (bis),Adreces/Ciutat,Adreces/Codi postal,Adreces/Subdivisió/Codi,Adreces/País/Codi,CIF/NIF
MALLORCA ALIMENTACIO I BEGUDES S.L.,"POTASSI, 11",,Castellbisbal,08755,ES-B,ES,ESB62046214
MALLTEX S.A.,"BORGES BLANQUES, 88 82",,Terrassa,08227,ES-B,ES,ESA08648172
MAMPAR S.A.,"CM FONT FREDA, S/N POLG PLA COLL",,Mas Rampinyo,08110,ES-B,ES,ESA08887770
MANAD S.A.,"JOAN GÜELL, 185 EN 2",,Barcelona,08028,ES-B,ES,ESA08787129
MANAGEMENT OUTPLACEMENT ADMINISTRATION S.A.,"PS GRACIA, 74 3 B",,Barcelona,08008,ES-B,ES,ESA58941444
MANIPULADORA DE MERCANCIAS S.L.U.,"MUELL PRINCIPE ESPAÑA E TERCAT, S/N PL 3",,Barcelona,08039,ES-B,ES,ESB08149676
MANIPULADOS Y ACABADOS METALICOS MAM S.L.,"AV PUIG DELS TUDONS, 16 TALL 8 5",,Barbera Del Valles,08210,ES-B,ES,ESB58429820
MANITOWOC FOODSERVICE IBERIA S.A.U.,"DEL TEXTIL, 6",,Terra Nostra,08110,ES-B,ES,ESA60328549
MANUEL BECERRA CENTRO WELLNESS S.L.,"MARQUES DE SENTMENAT, 54 4 3",,Barcelona,08029,ES-B,ES,ESB63345284
MANUEL GUILLEN S.A.,"SANT ALEXANDRE, 41",,Barcelona,08031,ES-B,ES,ESA58102484
MANUEL VILASECA S.A.,"ROSSELLO, 188 3",,Barcelona,08008,ES-B,ES,ESA08196701
MANUFACTURAS BORA BORA DE CONFECCION S.A.,"DEL TEXTIL, 8 PG FERRERIA",,Terra Nostra,08110,ES-B,ES,ESA58171265
MANUFACTURAS CLIMA S.A.,"DOS DE MAIG, S/N 189 195",,Barcelona,08013,ES-B,ES,ESA08029951
MANUFACTURAS METALURGICAS RSL S.L.,"AV LA FERRERIA, 9",,Terra Nostra,08110,ES-B,ES,ESB08863516
MANUFACTURAS NYLMA S.L.,"MURA, 32",,Terrassa,08227,ES-B,ES,ESB08158917
MANUSA GEST S.L.,"AV VIA AUGUSTA, 85 6",,Sant Cugat Del Valles,08174,ES-B,ES,ESB62456389
MANUTENCION S.A.,"BRUC, 116 EN 3",,Barcelona,08009,ES-B,ES,ESA08197006
MAQUEXPLOT S.L.,"PLOM, 5",,Barcelona,08038,ES-B,ES,ESB08582710
MAQUIMPRES S.A.,"MALLORCA, 214 EN 2",,Barcelona,08008,ES-B,ES,ESA08536351
MAQUINA CENTER S.A.,"AV GAUDI (POL IND CAN PI VILAROCH), S/N S-N SC Q",,Rubi,08191,ES-B,ES,ESA61062246
MAQUINA MOTORS S.A.,"BRUSI, 92 BJ 1",,Barcelona,08006,ES-B,ES,ESA08762957
MAQUINARIA DEPURACION Y SERVICIOS S.A.,"PROVENÇA, 388 5",,Barcelona,08025,ES-B,ES,ESA08640039
MAQUINARIA ESTACIONAMIENTOS Y PARKIMETROS S.L.,"AV RAGULL, 50 3",,Sant Cugat Del Valles,08173,ES-B,ES,ESB63650071
MAQUINARIA PORTUARIA S.A.U.,"BALMES, 185 4 1",,Barcelona,08006,ES-B,ES,ESA60436037
MAQUINISTA 295 S.L.,"POTOSI, 2",,Barcelona,08030,ES-B,ES,ESB65102915
MARBER HOTELES S.L.,"PRINCESA, 58 PR L",,Barcelona,08003,ES-B,ES,ESB41948662
MARBRES MARQUES S.A.,"TR JORDI CAMP, S/N",,Granollers,08403,ES-B,ES,ESA08590572
MARCAS Y SERVICIOS DE COSMETICA S.A.,"BALMES, 89 4 3",,Barcelona,08008,ES-B,ES,ESA08951030
MARCOLIN IBERICA S.A.,"JOAN D'AUSTRIA, 116 4",,Barcelona,08018,ES-B,ES,ESA58213067
MARE COMBINATO S.L.,"PQ D, S/N 15 DELTA 1 MUELLE DE IN",,Barcelona,08039,ES-B,ES,ESB63113880
MAREL FOOD SYSTEMS S.L.,"PAGESIA, 22 LO 7",,Rubi,08191,ES-B,ES,ESB62109251
MAREVI S.A.,"CR MIG, 175 BS 1",,L'Hospitalet De Llobregat,08907,ES-B,ES,ESA58304239
MARFINA S.L.,"PS COMERÇ, 100",,Sabadell,08203,ES-B,ES,ESB59372755
MARIANO JUEZ S.L.,"VALENCIA, 493",,Barcelona,08013,ES-B,ES,ESB60241288
MARICHAL FORWARDING CONDAL S.A.,"NUMERO 29, S/N 2 PARC LOGISTIC N",,Barcelona,08040,ES-B,ES,ESA63032478
MARIMON ABOGADOS S.L.,"PS GRACIA, 118 5",,Barcelona,08008,ES-B,ES,ESB63770705
MARINA PORT VELL S.A.U.,"L'ESCAR, 1 PBLCO",,Barcelona,08039,ES-B,ES,ESA59733584
MARINA SANT JORDI S.L.,"RD GENERAL MITRE, 12",,Barcelona,08017,ES-B,ES,ESB62502711
MARINA TEXTIL S.L.,"LLOBATERES, 27",,Barbera Del Valles,08210,ES-B,ES,ESB60864337
MARIN Y CARBONELL S.L.,"ALI BEI, 7 T BJ 1",,Barcelona,08010,ES-B,ES,ESB08098733
MARISCOS GENARO S.L.,"LONGITUDINAL, 12 8",,Barcelona,08040,ES-B,ES,ESB62121249
MARITIMA TUSCOR LLOYDS S.L.,"NUMERO 60, 25 PI ZONA FRANCA",,Barcelona,08040,ES-B,ES,ESB63632079
MARITIM CAMBRILS S.A.,"MALLORCA, 267 2 2",,Barcelona,08008,ES-B,ES,ESA08743288
MARKET WAY S.L.,"DALMASES, 62 1 1",,Barcelona,08017,ES-B,ES,ESB61309399
MARLIN MUSIC S.L.,"MONTSENY, 109 BJ",,L'Hospitalet De Llobregat,08904,ES-B,ES,ESB62227673
MARPOGENAT S.L.,"TRAVESSERA DE LES CORTS, 222 B",,Barcelona,08028,ES-B,ES,ESB65697849
MARPOSS S.A.,"PS ZONA FRANCA, 83 95 4",,Barcelona,08038,ES-B,ES,ESA08370215
MARSEIN S.A.,"PAU CLARIS, 168",,Barcelona,08037,ES-B,ES,ESA58490723
MARSET ILUMINACION S.A.,"ALFONS XII, 429",,Badalona,08918,ES-B,ES,ESA08462681
MARTI GOMEZ ASSOCIATS S.L.,"MC MERCABARNA, 35 FRIMERCAT",,Barcelona,08040,ES-B,ES,ESB60606696
MARTIN HIDALGO INDUSTRIAS S.L.U.,"AV ROMA, 12",,Cerdanyola Del Valles,08290,ES-B,ES,ESB64570567
MARTIN LLOVERAS S.A.,"CR RUBI, 284",,Les Fonts,08228,ES-B,ES,ESA08134942
MARXAN S.A.,"RD SANT PERE, 38 EN",,Barcelona,08010,ES-B,ES,ESA08432155
MARZO DIEZ S.L.,"FRANCESC MACIA, 50",,Badalona,08912,ES-B,ES,ESB08650947
MAS AVICOLA S.A.,"COSTA I DEU, 9",,Sabadell,08205,ES-B,ES,ESA08645350
MAS DEL REI S.L.,"VIA AUGUSTA, S/N EN 1",,Barcelona,08006,ES-B,ES,ESB17110461
MAS ESTUDIO GLOBAL PRODUCTION S.L.,"PZ URQUINAONA, 6 12 C",,Barcelona,08010,ES-B,ES,ESB65566721
MASIQUES SERVICIOS LOGISTICOS Y ADUANEROS S.L.,"DOS DE MAIG, 238",,Barcelona,08013,ES-B,ES,ESB64345424
MASSO Y CAROL S.A.,"MANDRI, 34 2 2",,Barcelona,08022,ES-B,ES,ESA08093254
MASTERCLAS DE AUTOMOCION S.A.,"ARIBAU, 320",,Barcelona,08006,ES-B,ES,ESA08653909
MASTER S. A. DE INGENIERIA Y ARQUITECTURA,"RD GENERAL MITRE, 126 4",,Barcelona,08021,ES-B,ES,ESA62913264
MASVOZ TELECOMUNICACIONES INTERACTIVAS S.L.,"VIA AUGUSTA, 59",,Barcelona,08006,ES-B,ES,ESB65011892
MATADERO FIGUERA S.A.,"AV DIAGONAL, 612",,Barcelona,08021,ES-B,ES,ESA58468802
MAT CARGO S.A.,"DIPUTACIO, 279",,Barcelona,08007,ES-B,ES,ESA58466483
MATEO S.A.,"PS DE CAN FEU, 82",,Sabadell,08205,ES-B,ES,ESA08537649
MATERIALES Y HERRAMIENTAS TECNO S.L.,"SANTANDER, 55",,Barcelona,08020,ES-B,ES,ESB64669732
MATHIDAR S.L.,"ANSELM CLAVE, 26",,Granollers,08401,ES-B,ES,ESB63804330
MATIAS MASSO S.A.,"AV DIAGONAL, 403 2 1",,Barcelona,08008,ES-B,ES,ESA58007857
MATINEE 2000 S.L.,"MALLORCA, 219 AT 1",,Barcelona,08008,ES-B,ES,ESB62257506
MAT KONTAK S.L.,"HERCULES, 38",,Terrassa,08228,ES-B,ES,ESB60692738
MAVA MOTOR S.L.,"LONDRES, S/N ESQUINA ROMA",,Granollers,08401,ES-B,ES,ESB60769627
MAXIMA TECHNOLOGIES S.L.,"PROGRES, 32",,Rubi,08191,ES-B,ES,ESB08431405
MAYNOU S.L.,"RIBERA DEL CONGOST, 36 B",,Poligono Industrial Congost,08520,ES-B,ES,ESB59109181
MBE SPAIN 2000 S.L.,"TRAVESSERA DE GRACIA, 58 4 2",,Barcelona,08006,ES-B,ES,ESB62086467
MCI SPAIN EVENT SERVICES S.A.,"TUSET, 32 5 5",,Barcelona,08006,ES-B,ES,ESA64193865
MCNEEL EUROPE S.L.,"ROGER DE FLOR, 32 BJ L2",,Barcelona,08018,ES-B,ES,ESB61769626
M. D. INSTALACIONES MULTISERVICIOS Y DESARROLLO S.,"GALILEU, 224 LC 6",,Barcelona,08028,ES-B,ES,ESB61680658
MECANICA DE PRECISION JOSE MADAULA S.A.,"REC DEL MOLI, 11",,Sant Fost De Campsentelles,08105,ES-B,ES,ESA08494460
MECANICA EGARENSE S.A.,"JOAN MOMPEO, 35",,Terrassa,08223,ES-B,ES,ESA08204851
MECMAN INDUSTRIAL S.L.,"AV PRINCIPAL, 41 PI CAN CLAPES",,Sentmenat,08181,ES-B,ES,ESB60333762
MEDEMARI S.L.,"PZ PAU VILA, 1",,Barcelona,08039,ES-B,ES,ESB60453040
MEDIAWORK S. S.A.,"PZ DOCTOR LETAMENDI, 37 AT 3",,Barcelona,08007,ES-B,ES,ESA60364577
MEDI BAYREUTH ESPAÑA S.L.,"CANIGO, 2 BJ",,L'Hospitalet De Llobregat,08901,ES-B,ES,ESB61057097
MEDICAL 3. IMPORTACION SERVICE IBERICA S.L.,"BERTRAN, 97 BJ",,Barcelona,08023,ES-B,ES,ESB63259378
MEDICAL DEVICES S.L.,"RD CAN FATJO, 6",,Cerdanyola Del Valles,08290,ES-B,ES,ESB61579835
MEDICAL MIX S.L.,"AMPOSTA, 20",,Sant Cugat Del Valles,08174,ES-B,ES,ESB62447727
MEDICONSULTING S.A.,"PS BONANOVA, 47 5",,Barcelona,08017,ES-B,ES,ESA58818501
MEDITERRANEA INDUSTRIAL TRN S.A.,"VIA AUGUSTA, 158 3 1",,Barcelona,08006,ES-B,ES,ESA58656315
MEGA ONLINE LOGISTICS S.L.,"ARAGO, 28 6",,Barcelona,08015,ES-B,ES,ESB64545098
MEKANO 4. S.A.,"CAN NADAL, S/N",,El Pla,08185,ES-B,ES,ESA60016037
ME. M. ROCHE S.L.,"TARDOR, 8 NV 6",,Badalona,08918,ES-B,ES,ESB08625436
MENGRA S.L.,"MATAGALLS, 9",,Granollers,08402,ES-B,ES,ESB61498499
MENGUAL EDIFICACION Y OBRAS S.L.,"MAJOR, 102",,Montcada I Reixac,08110,ES-B,ES,ESB64400203
MENZOLIT VITROPLAST S.L.,"PG INDUSTRIAL COLL MANYA, S/N",,Granollers,08403,ES-B,ES,ESB61836219
MEPLE S.L.,"CAN PARERA, S/N",,Palau-Solita I Plegamans,08184,ES-B,ES,ESB62689930
MERCADOMOTIKA S.L.,"PARCERISSES, 9 BJ",,Barcelona,08014,ES-B,ES,ESB61307393
MERCAGAS S.A.,"INDEPENDENCIA, 289",,Barcelona,08026,ES-B,ES,ESA58079369
MERCHANDISING DISTRIBUCION Y PROMOCION DIRECTA S.L,"PAU CLARIS, 97 4 1",,Barcelona,08009,ES-B,ES,ESB58190497
MERCHANDISING TRADING COMPANY S.L.,"AV DIAGONAL, 431 7",,Barcelona,08036,ES-B,ES,ESB60499886
MERCHBOLSA AGENCIA DE VALORES S.A.,"DIPUTACIO, 279 4 8",,Barcelona,08007,ES-B,ES,ESA59076018
MERIDIANA MOTORS S.A.,"AV MERIDIANA, 326",,Barcelona,08027,ES-B,ES,ESA58292723
MER K. 2. CATALUNYA S.L.,"RB SANT SEBASTIA, 29",,Santa Coloma De Gramenet,08921,ES-B,ES,ESB61442927
MERZCARGO FORWARDING S.L.,"METAL·LURGIA, 32",,Barcelona,08038,ES-B,ES,ESB63789937
MESTRE FERRE EDIFICIOS EN RENTA S.A.,"AV ROMA, 2 21",,Barcelona,08014,ES-B,ES,ESA08341364
METALES EL RAPAZ S.L.,"CICLISME, 33",,Rubi,08191,ES-B,ES,ESB61433314
METALES Y FORMAS S.L.,"MOLIST, 5",,Barcelona,08024,ES-B,ES,ESB08812554
METALLUM S.A.,"BARCELONA, 7",,Sant Antoni De Vilamajor,08459,ES-B,ES,ESA08064420
METALMALLA & BEICO SL,"ALMIRALL OQUENDO, 48",,Sant Adria De Besos,08930,ES-B,ES,ESB65662827
METAL OXIDE S.A.,"AV DIAGONAL, 482 1",,Barcelona,08006,ES-B,ES,ESA61569059
METAL WORK IBERICA S.A.,"CAN MAGI, 9 POLIG SANTIGA",,Barbera Del Valles,08210,ES-B,ES,ESA08804650
METRA KIT COMERCIAL S.L.,"SELVA, S/N PC 22",,Caldes De Montbui,08140,ES-B,ES,ESB62717616
METROINVEST ASSESSMENT S.L.,"MUNTANER, 383 3 2",,Barcelona,08021,ES-B,ES,ESB64989262
METROPOLIS SPORT CLUB S.L.,"MARQUES DE SENTMENAT, 54 4 3",,Barcelona,08029,ES-B,ES,ESB61712345
METSO AUTOMATION ESPAÑA S.A.,"AV UNIVERSITAT AUTONOMA, 3 1",,Cerdanyola Del Valles,08290,ES-B,ES,ESA58864455
MICRO NATURAL S.L.,"AVILA, 48",,Barcelona,08005,ES-B,ES,ESB60354586
MIKALOR HOSE CLAMPS S.A.U.,"DOCTOR BALARI, 157",,Sabadell,08203,ES-B,ES,ESA08880114
MILAN ILUMINACION S.A.,"ARQUIMEDES, 24 BS 1",,L'Hospitalet De Llobregat,08907,ES-B,ES,ESA08607533
MILCAP MEDIA GROUP S.L.U.,"CR RUBI, 20",,Sant Cugat Del Valles,08174,ES-B,ES,ESB59709337
MINERALS I DERIVATS S.A.,"ROCAFORT, 252 4 1",,Barcelona,08029,ES-B,ES,ESA59923367
MINIM ARQUITECTURA INTERIOR S.L.,"AV DIAGONAL, 369 BJ",,Barcelona,08037,ES-B,ES,ESB62127618
MIQUEL RIUS 1839 S.A.,"MALLORCA, 207",,Barcelona,08036,ES-B,ES,ESA08007627
MIQUELRIUS DIFFUSION S.A.,"CT C -, S/N 17 NACIONAL 152",,Parets Del Valles,08150,ES-B,ES,ESA08514028
MITSUBISHI PENCIL ESPAÑA S.A.,"AV CAN ROSES, 1 NV 2",,Rubi,08191,ES-B,ES,ESA61498903
MIXFLOW S.L.,"CORDELLES, 2 BJ",,Barcelona,08030,ES-B,ES,ESB60597382
M. J. MAILLIS ESPAÑA S.A.,"PALAU DE PLEGAMANS, 21",,Poligono 2,08213,ES-B,ES,ESA08804130
M. MOLEIRO EDITOR S.A.,"TRAVESSERA DE GRACIA, 17 4 2",,Barcelona,08021,ES-B,ES,ESA59888206
MOCI S.A.,"VENDRELL, 35",,Terrassa,08227,ES-B,ES,ESA08487076
MODERN PUBLI S.L.,"PJ JOAQUIM PUJOL, S/N E",,Barcelona,08005,ES-B,ES,ESB08198426
MODESTO COLOM S.L.,"PA LLUIS COMPANYS, 12 1 7",,Santa Eulalia De Ronçana,08187,ES-B,ES,ESB58493982
MODISS ILUMINACION S.L.,"BOLIVIA, 185",,Barcelona,08018,ES-B,ES,ESB60804549
MOLDES BARCELONA S.A.,"PINTOR FORTUNY, 1 9",,Poligono 2,08213,ES-B,ES,ESA58787524
MOLDES G. B. C. S.L.,"AV TORRE D'EN MATEU, 46",,Barbera Del Valles,08210,ES-B,ES,ESB58563461
MOLDES Y FUNDICION INYECTADA S.A.,"DEL MIG, 63",,Montcada I Reixac,08110,ES-B,ES,ESA08928814
MOLDURAS HERGON S.A.,"CASTILLA, S/N",,Lliça De Vall,08185,ES-B,ES,ESA08971004
MOLENBERGNATIE ESPAÑA S.L.,"LLETRA F DE LA ZONA FRANCA, 40",,Barcelona,08040,ES-B,ES,ESB60616174
MOLLA HERMANOS S.A.,"MC MERCABARNA, 6012 PABELLON F",,Barcelona,08040,ES-B,ES,ESA58129404
MOLLETAUTO S.L.,"AV BURGOS, 71",,Mollet Del Valles,08100,ES-B,ES,ESB64601685
MOLLJOC SIGLO XXI S.A.,"MALLORCA, 270 2 3",,Barcelona,08037,ES-B,ES,ESA61895439
MOLMASA INDUSTRIAL DE MOLDES S.L.,"AV LA FERRERIA, 82 P I FERRERIA",,Terra Nostra,08110,ES-B,ES,ESB64962996
MONER CONSULTING SLP,"VIA AUGUSTA, 20 5",,Barcelona,08006,ES-B,ES,ESB60382207
MONFO S.L.,"VALENCIA, 206 1 1",,Barcelona,08011,ES-B,ES,ESB58734088
MONSERDA S.A.,"AV JAUME I, 73",,Mollet Del Valles,08100,ES-B,ES,ESA08868598
MONTAJES DANABE S.L.,"ROC BORONAT, 53",,Barcelona,08005,ES-B,ES,ESB61709184
MONTAJES ELECTRICOS GAS AGUA S.A.,"CR RIBES (CORRO D'AVALL), S/N",,Corro D'Avall,08520,ES-B,ES,ESA58045071
MONTAJES ELECTRICOS Y FONTANERIA INDUSTRIAL S.A.,"BERENGUER DE PALOU, 83",,Barcelona,08027,ES-B,ES,ESA08618803
MONTAJES INFORMATICOS BARCELONA S.A.,"SARDENYA, 429",,Barcelona,08025,ES-B,ES,ESA59202366
MONTCADA ARTICULOS TECNICOS S.L.,"LA PREMSA, 11 NAV",,Sector Poligon Z,08150,ES-B,ES,ESB60512217
MONTSE FRUITES I VERDURES S.L.,"MERC MERCABARNA PAB G PUESTO, 7013",,Barcelona,08004,ES-B,ES,ESB58133257
MORA ROSAS S.A.,"PEDRO I PONS, 11 9 5 4",,Barcelona,08034,ES-B,ES,ESA28054716
MORILLAS BRAND DESIGN S.L.,"SENECA, 14",,Barcelona,08006,ES-B,ES,ESB62740014
MOTOCONO S.A.,"FONOLLEDA, 13",,Terrassa,08226,ES-B,ES,ESA08541708
MOTOPLASTIC S.A.,"MOLI DE LA SAL, 1",,Granollers,08403,ES-B,ES,ESA58282492
MOTOR CENTER BCN S.A.,"ROCAFORT, 112 BJ 1",,Barcelona,08015,ES-B,ES,ESA60841285
MOTORES CAMPEON S.L.,"DELS FUSTERS, 7 CAN CUYAS",,Can Cuias,08110,ES-B,ES,ESB63280440
MOTORPRIM S.L.,"CR NACIONAL II P I LEVANTE, 636",,Badalona,08911,ES-B,ES,ESB60393741
MOTOR REPRIS S.L.,"GRAN VIA DE LES CORTS CATALANES, 484 PR 1",,Barcelona,08015,ES-B,ES,ESB08401853
MOTORSOL IMPORT VEHICULOS INDUSTRIALES S.L.,"JOSEP IRLA I BOSCH, 1 BJ",,Barcelona,08034,ES-B,ES,ESB63051627
MOTORSOL MANSO S.A.,"JOSEP IRLA I BOSCH, 1",,Barcelona,08034,ES-B,ES,ESA61530788
MOTORSPORT 48 S.L.,"BARCA, 5",,Martorelles,08107,ES-B,ES,ESB63590863
MOTOS BORDOY S.A.,"VALENCIA, 179 BJ 1",,Barcelona,08011,ES-B,ES,ESA58000811
MOTO SPORT S.A.,"ENTENÇA, 79",,Barcelona,08015,ES-B,ES,ESA08065526
MOTOSTOCK GARRIGA S.L.,"CR C -, S/N 17 KM 14",,Montcada I Reixac,08110,ES-B,ES,ESB63082101
MOTRONIC SERVICE SABADELL S.A.,"AV CASTELL DE BARBERA, 16",,Barbera Del Valles,08210,ES-B,ES,ESA58429309
MOVENTO AUTOSELECCION S.L.U.,"PAU VILA, 22 4",,Sant Cugat Del Valles,08174,ES-B,ES,ESB65098717
MOVICAL S.L.,"ALMOGAVERS, 106",,Barcelona,08018,ES-B,ES,ESB58834805
MOVIFONE L. HOSPITALET S.L.,"AV CATALUNYA, 1",,Sant Adria De Besos,08930,ES-B,ES,ESB61709200
MQ 1. YEEDAY S.L.,"COPERNIC, 14 BJ",,Barcelona,08021,ES-B,ES,ESB65130734
MRW COURIER GROUP S.L.,"AV DE LA GRANVIA DE L'HOSPITALET, 149",,L'Hospitalet De Llobregat,08908,ES-B,ES,ESB65591604
MUDANZAS Y GUARDAMUEBLES TRALLERO S.A.,"PABLO IGLESIAS, 60",,L'Hospitalet De Llobregat,08908,ES-B,ES,ESA58421488
MUEBLES COMBINADOS ROJAS S.A.,"VELAZQUEZ, 36",,Badalona,08911,ES-B,ES,ESA08221517
MUELLES Y ESPACIOS PORTUARIOS S.A.,"PZ PORTAL DE LA PAU, 6",,Barcelona,08039,ES-B,ES,ESA61687505
MULTICINES PEDROSA S.A.,"PG INDUSTRIAL PEDROSA, S/N CC GRAN VIA",,L'Hospitalet De Llobregat,08908,ES-B,ES,ESA62425533
MULTIHOGAR IMPORT S.L.,"JULI GALVE BRUSSON, 23",,Badalona,08918,ES-B,ES,ESB65495798
MULTILINK S.A.,"DIPUTACIO, 237 4 2",,Barcelona,08007,ES-B,ES,ESA58622457
MULTIPLE ENGINEERED SOLUTIONS S.L.U.,"MARACAIBO, 28",,Barcelona,08030,ES-B,ES,ESB63423032
MUNDI EST 93 S.L.,"VIA LAIETANA, 64 2 1",,Barcelona,08003,ES-B,ES,ESB60250164
MUNDIFRES S.A.,"LONGITUDINAL, S/N 9 BLQ 7",,Barcelona,08040,ES-B,ES,ESA60610797
MUNTANER ELECTRO S.L.,"MUNTANER, 31 BJ 2",,Barcelona,08011,ES-B,ES,ESB60014297
MUNTAÑA S.A.,"PUJADES, 112",,Barcelona,08005,ES-B,ES,ESA08598104
MUXINACH & SEGARRA ASSOCIATS SL,"GEMINIS, 74 LO",,Terrassa,08228,ES-B,ES,ESB60003589
MUY IMPORT S.L.,"FLORIDABLANCA, 43 BJ",,Barcelona,08015,ES-B,ES,ESB62165659
M. V. INSTALACIONES S.L.,"SANT MEDIR, 2 BJ",,Barcelona,08028,ES-B,ES,ESB59196907
MYLVA S.A.,"VERDI, 24 BJ",,Barcelona,08012,ES-B,ES,ESA59035741
NABONDA GROUP S.L.,"RIERA SECA, S/N PI CAM PERERES",,Santa Perpetua De Mogoda,08130,ES-B,ES,ESB61794111
NADAL BADAL S.A.,"PG INDUSTRIAL SANTA RITA, S/N",,Poligons Ind Santa Rita-Agripina,08755,ES-B,ES,ESA08159659
NANI MARQUINA S.L.,"L'ESGLESIA, 4 3 D",,Barcelona,08024,ES-B,ES,ESB58468521
NAORTE BUSINESS S.L.,"PROVENÇA, 7 B EN 2",,Barcelona,08029,ES-B,ES,ESB65191769
NART S.A.,"NOTARI BADIA, 2 1 2",,Terrassa,08221,ES-B,ES,ESA08880866
NATURART S. A. DISTRIBUCIONES EDITORIALES,"AV MARE DE DEU DE LORDA, 20 BJ",,Barcelona,08034,ES-B,ES,ESA08947822
NATUR IMPORT S.L.,"DELS CALDERS, 186 1",,Sabadell,08203,ES-B,ES,ESB60189321
NATUR SYSTEM S.L.,"PZ EUROPA, 2",,L'Hospitalet De Llobregat,08902,ES-B,ES,ESB59447383
NAUS BUIXALLEU S.L.,"PJ SANT RAMON, 9",,Sant Celoni,08470,ES-B,ES,ESB63038400
NAVARRO DE LA ROSA LOGISTICA S.L.,"AV CAN ROQUETA, 130",,Torre-Romeu,08202,ES-B,ES,ESB62746755
NAVTEQ TECHNOLOGIES S.L.,"BALMES, 89 5 2",,Barcelona,08008,ES-B,ES,ESB61421376
NEDIREN S.A.,"CONFLENT, 3",,Barcelona,08016,ES-B,ES,ESA60694627
NEGODAL S.L.,"MAS, 44 BJ",,L'Hospitalet De Llobregat,08903,ES-B,ES,ESB61222550
NEMBA RCH S.L.,"AV DIAGONAL, 601 5 B",,Barcelona,08028,ES-B,ES,ESB61676490
NEO OGILVY S.A.,"BOLIVIA, 68",,Barcelona,08018,ES-B,ES,ESA58707670
NERILL TRADE S.L.,"BEETHOVEN, 9 EN",,Barcelona,08021,ES-B,ES,ESB65117913
NETQUEST IBERIA S.L.U.,"GRAN CAPITA, 2 4",,Barcelona,08034,ES-B,ES,ESB65357725
NETZSCH ESPAÑA S.A.,"PROVENÇA, 194",,Terrassa,08226,ES-B,ES,ESA59313973
NEU 1500 S.L.,"PZ EUROPA, 2",,L'Hospitalet De Llobregat,08902,ES-B,ES,ESB62928841
NEUMATICOS POLINYA S.L.,"CR B-142 MOLLET SENTMENAT, 14 5",,Polinya,08213,ES-B,ES,ESB59581827
NEW DRY IMPERMEABILIZACIONES S.L.,"LA RIGOLA, 3",,Mas Rampinyo,08110,ES-B,ES,ESB64263007
NEW JUNIOR S.A.,"MEXIC, 8",,Sabadell,08205,ES-B,ES,ESA63038418
NEW POL S.L.,"RONDA, S/N NV 1",,Sant Fost De Campsentelles,08105,ES-B,ES,ESB63499503
NEW WAVE SPORTSWEAR S.A.,"MALLORCA, S/N",,Sant Quirze Del Valles,08192,ES-B,ES,ESA61326377
NEXIA ILUMINACION S.L.,"PRIORAT, S/N 14 20",,Can Carner-Can Bages,08211,ES-B,ES,ESB63253223
NIPAUTO BARCELONA S.L.,"TUSET, 23",,Barcelona,08006,ES-B,ES,ESB62428438
NIRVAUTO VALLES S.A.U.,"AV SANT JULIA, 242",,Granollers,08403,ES-B,ES,ESA60196342
NISSAN TRADING EUROPE LTD,"JUAN GRIS, S/N 2",,Barcelona,08014,ES-B,ES,ESW0062082C
NIU S.A.,"CASTELLNOU, 61",,Barcelona,08017,ES-B,ES,ESA08365413
NIVELL PUBLICITARI DIGITAL S.L.,"CAN BERNEDA, 15 37 17",,Ripollet,08291,ES-B,ES,ESB64251366
NOCICAO S.L.,"VIAL CONGOST, S/N PG I MONTMELO",,Montmelo,08160,ES-B,ES,ESB08912669
NODE PARTNERS S.A.,"PAMPLONA, 104 94 2",,Barcelona,08018,ES-B,ES,ESA61729943
NOMINALIA INTERNET S.L.,"JOSEP PLA, 2 3 D",,Barcelona,08019,ES-B,ES,ESB61553327
NOMOE S.L.,"AV SANT JULIA, 206 N7",,Granollers,08403,ES-B,ES,ESB63536387
NOPATRA S.A.,"COBALT, 74 BS 1",,L'Hospitalet De Llobregat,08907,ES-B,ES,ESA58133273
NORDISAUTO S.L.,"BAC DE RODA, S/N 165 169",,Barcelona,08018,ES-B,ES,ESB60751401
NORD MOTORREDUCTORES S.A.,"CR PRATS DE LLUÇANES, S/N KM 3,6",,Sabadell,08207,ES-B,ES,ESA08165805
NORMA EDITORIAL S.A.,"PS SANT JOAN, 7 PR",,Barcelona,08010,ES-B,ES,ESA08780207
NOUHOST S.L.,"ARAGO, 254 5 3",,Barcelona,08007,ES-B,ES,ESB59779306
NOVA AUTO ITALIA S.A.,"AV JOSEP TARRADELLAS I JOAN, 60 BS 1",,L'Hospitalet De Llobregat,08901,ES-B,ES,ESA59582718
NOVACEL IBERICA S.A.,"DEL MIG, S/N ESQ. C/SEGRE",,Montcada I Reixac,08110,ES-B,ES,ESA59379834
NOVA EULALIA S.L.,"LG CENTRO COMERCIAL BARICENTRO, 124",,Barbera Del Valles,08210,ES-B,ES,ESB63558191
NOVAFARM LAB S.A.,"LLETRA D DE LA ZONA FRANCA, 52",,Barcelona,08040,ES-B,ES,ESB62138938
NOVA LANERIA S.A.,"AMERICA, 35 BX",,Sabadell,08205,ES-B,ES,ESA63224364
NOVANTIA INTEGRAL S.A.,"RD SANT PERE, 35 2",,Barcelona,08010,ES-B,ES,ESA62119896
